location,rating,review,review_date,type_of_visit,date_of_visit,country,latitude,longitude
"Sydney, Australia",5.0,"I really recommend this temple for the views of the surrounding area, all the carvings and the majestic stupas. It is very crowded, but you can still enjoy yourself. We didn't bother going for sunrise and it was still lovely.",2017-08-12,Couples,2017-08,australia,-24.7761086,134.755
"Cape Town Central, South Africa",5.0,"One of the biggest & most impressive monuments ever erected & it was done in the 8th century! This terraced temple, like a giant mandala when seen from the air, tells the story of Buddha's life. As you climb up through the terraces it is like a walking meditation or prayer until you reach the top level which represents Nirvana.We had an amazing on-site guide who, although Muslim, had obviously been affected by his 10 years of guiding at Borobudur & explained the spiritual aspect with such feeling.A truly memorable experience.Good walking shoes, sunblock, water etc are essential.They sell tickets for sunrise & sunset, which I think are more expensive, but I'm sure are worth it but check the visibility.",2017-08-12,,2017-06,south africa,-28.8166236,24.991639
"Binfield, UK",4.0,"Stunning Buddhist temple  restored over the years and steeped in history About an hours drive from Yogyakarta though the distance is only about 10 miles . Very busy with organised groups and coaches .INR10,000 to take a car in ( we went n a car organised by the hotel ) Child prices up to age of 12 . Cost us$40 each for a combined ticket which also got us into Prambanan temples which we visited after . Most of these tourist attractions have different prices for foreigners and locals Given cotton sarongs to wear for men and women if your legs aren't covered . It is situated i open grounds with little shade . Free waters is given as you buy a ticket .Suggest you wear a hat or use an umbrella ( which the are happy to sell you !!! ) You can climb up the various levels of the temple except the very top. Lovely view from all angles with a smouldering volcano in the distanceExpect to spend about an hour on the temple itself and perhaps another hour wandering around Enjoy it for what it is and symbolises and remember this was originally a holy place .To exit the area you have to walk through a multitude of market stalls selling tshirts , bags , jewellery ....all the cheap cheap stuff you'll find in town . You cannot avoid it . Bit of hassling by the hawkers by the gate but just say no and keep walking if pure not interested",2017-08-12,Family,2017-08,united kingdom,54.7023545,-3.2765753
"Kuala Lumpur, Malaysia",3.0,"World famous unesco site but nothing great. Its actually a ruin discovered in the 1800s n restored during sir stamford raffles time. Most of the ""stones"" are not originals but re created. The stone Buddha statues are bad n many headless. Its a hugh temple though with 10 levels. Until today, no proof who / which King built it ........only assumptions. DO NOT go for the sunrise tour at 4 am, you will be disappointed,just go for the normal day tour.Exorbitant fees at idr350k.Do not buy any souviniers there,its priced double than those sold in the streets of Jogja town.Since,its a temple,please do not climb n keep your rubbish until you find a trash bin.Buddhists should visit the place as you may "" appreciate "" more. Others, we visit becos its in the tourist menu.It is NOT Angkor Wat, cambodia which is truly magnificient.",2017-08-09,Solo,2017-08,malaysia,4.5693754,102.2656823
"Winchester, VA",5.0,This is a very nice complex and well worth your time. We went mid afternoon and the crowds were starting to thin out. A nice walk from the entrance and great views all around. But the hawkers at their stalls were extremely annoying...,2017-08-09,Couples,2017-07,united states,39.7837304,-100.445882
,4.0,"Amazing temple. It's really lovely to sit at the top and take photos. Even if it is cloudy I recommend going early for the sunrise (you have to go to a different hill as the temple opens at 6am). The restaurant was also nice with Western and Indonesian food. The only complaint we have is the treatment of the animals. Please don't ride elephants here (or anywhere), they are kept in a really small area and chained up so they can hardly move. The people leading them hit them with pointed sticks to direct them and they look so miserable and uncomfortable. Even the deer are kept in a small space that is dirty and unhappy. Look after the animals but the monument is great!",2017-08-09,Couples,2017-08,,,
,5.0,"Great site to visit while in Indonesia. We arrived at 10, glad that we opted out of the sunrise tour as it was a cloudy morning. We did not find the site to be overly crowded. You can buy a combined ticket with Prambanen and there are student discounts as well. We went to Prambanen in the afternoon but in retrospect wish that we would have done the sites on two separate days.",2017-08-09,,2017-08,,,
singapore,5.0,"this place is become purpose of all buddhist to pray. the believe is we can touch ""kunto bimo"" buddha inside of stupa all of our hope will be come true. but you need get permission from officer. we have lucky, we got kind officer. he let us pray, touch kunto bimo , take photo etc... love this place, surrounding way here is good. also after ext you can get market to buy food etc,",2017-08-09,Friends,2017-07,singapore,1.357107,103.8194992
"Kuantan, Malaysia",3.0,"Good architecture, great carvings. The complex is very huge with a beautiful scenery at the top, where you can see Mount Merapi if the sky is clear. Very majestic monument.",2017-08-08,,2017-08,malaysia,4.5693754,102.2656823
"Lisbon, Portugal",5.0,"Beautiful, huge, nice gardens, calm and strong energy....Felt very well and the guide was very nice",2017-08-07,,2017-05,portugal,39.6621648,-8.1353519
"Jakarta, Indonesia",5.0,"Visit Here in 2010 with my friend, very beautiful. Great Architecture, World Heritage certified by UNESCO. I wanna back again :)",2017-08-07,,2016-09,indonesia,-2.4833826,117.8902853
"Webster, NY",5.0,"This is an UNESCO World Heritage site.  If you are in the area, definitely need to visit this place!!!There is long walking distance from park entrance to the bottom of the temple and then many steps upwards to the top. There is no tram or shuttle from entrance to temple, so good walking shoes and bottles of water are a must.Pre-paid tours are a waste of money. Hire the drivers at your hotel and have them bring you the site.  It's SIGNIFICANTLY cheaper this way.",2017-08-06,,2017-07,united states,39.7837304,-100.445882
